reporting_period,reporting_date,customer_id,total_rentals,total_payment_amount
Day,2022-08-20,304,2,4.98
Day,2022-08-20,335,2,4.98
Day,2022-08-20,343,2,4.98
Day,2022-08-20,585,2,4.98
Day,2022-08-21,48,2,4.98
Day,2022-08-21,56,2,4.98
Day,2022-08-21,62,2,4.98
Day,2022-08-21,101,2,4.98
Day,2022-08-21,299,2,4.98
Day,2022-08-21,456,2,4.98
Day,2022-08-21,515,2,4.98
Day,2022-08-21,586,2,4.98
Day,2022-08-22,100,2,4.98
Day,2022-08-22,167,2,4.98
Day,2022-08-22,332,2,4.98
Day,2022-08-22,405,2,4.98
Day,2022-08-22,460,2,4.98
Day,2022-08-22,467,2,4.98
Day,2022-08-23,113,2,4.98
Day,2022-08-23,139,2,4.98
Day,2022-08-23,267,2,4.98
Day,2022-08-23,393,2,4.98
Day,2022-08-23,562,2,4.98
Day,2022-08-23,586,2,4.98
Month,2022-05-01,3,2,4.98
Month,2022-05-01,106,2,4.98
Month,2022-05-01,182,2,4.98
Month,2022-05-01,220,2,4.98
Month,2022-05-01,266,2,4.98
Month,2022-05-01,273,2,4.98
Month,2022-05-01,297,2,4.98
Month,2022-05-01,545,2,4.98
Month,2022-06-01,121,2,4.98
Month,2022-06-01,142,2,4.98
Month,2022-06-01,219,2,4.98
Month,2022-06-01,248,2,4.98
Month,2022-06-01,312,2,4.98
Month,2022-08-01,281,2,4.98
Day,2022-05-26,58,2,8.98
Day,2022-05-26,391,2,8.98
Day,2022-05-27,56,2,8.98
Day,2022-05-27,274,2,8.98
Day,2022-05-28,14,2,8.98
Day,2022-05-30,369,2,8.98
Day,2022-05-30,549,2,8.98
Day,2022-05-30,551,2,8.98
Day,2022-05-31,5,2,8.98
Day,2022-06-15,122,2,8.98
Day,2022-06-15,148,2,8.98
Day,2022-06-15,320,2,8.98
Day,2022-06-15,339,2,8.98
Day,2022-06-15,344,2,8.98
Day,2022-06-15,375,2,8.98
Day,2022-06-15,571,2,8.98
Day,2022-06-15,585,2,8.98
Day,2022-06-15,592,2,8.98
Day,2022-06-16,174,2,8.98
Day,2022-06-16,390,2,8.98
Day,2022-06-16,429,2,8.98
Day,2022-06-17,182,2,8.98
Day,2022-06-17,227,2,8.98
Day,2022-06-17,319,2,8.98
Day,2022-06-17,357,2,8.98
Day,2022-06-17,406,2,8.98
Day,2022-06-17,457,2,8.98
Day,2022-06-17,550,2,8.98
Day,2022-06-18,240,2,8.98
Day,2022-06-18,431,2,8.98
Day,2022-06-18,489,2,8.98
Day,2022-06-18,497,2,8.98
Day,2022-06-19,44,2,8.98
Day,2022-06-19,116,2,8.98
Day,2022-06-19,139,2,8.98
Day,2022-06-19,171,2,8.98
Day,2022-06-19,200,2,8.98
Day,2022-06-19,422,2,8.98
Day,2022-06-19,523,2,8.98
Day,2022-06-19,562,2,8.98
Day,2022-06-19,576,2,8.98
Day,2022-06-20,114,2,8.98
Day,2022-06-20,189,2,8.98
Day,2022-06-20,342,2,8.98
Day,2022-06-20,399,2,8.98
Day,2022-06-21,229,2,8.98
Day,2022-06-21,299,2,8.98
Day,2022-06-21,318,2,8.98
Day,2022-07-06,154,2,8.98
Day,2022-07-06,233,2,8.98
Day,2022-07-06,250,2,8.98
Day,2022-07-06,277,2,8.98
Day,2022-07-06,286,2,8.98
Day,2022-07-06,428,2,8.98
Day,2022-07-06,468,2,8.98
Day,2022-07-06,514,2,8.98
Day,2022-07-06,577,2,8.98
Day,2022-07-07,143,2,8.98
Day,2022-07-07,299,2,8.98
Day,2022-07-07,401,2,8.98
Day,2022-07-07,425,2,8.98
Day,2022-07-07,477,2,8.98
Day,2022-07-08,59,2,8.98
Day,2022-07-08,219,2,8.98
Day,2022-07-08,234,2,8.98
Day,2022-07-08,297,2,8.98
Day,2022-07-08,462,2,8.98
Day,2022-07-09,80,2,8.98
Day,2022-07-09,191,2,8.98
Day,2022-07-09,290,2,8.98
Day,2022-07-09,343,2,8.98
Day,2022-07-09,405,2,8.98
Day,2022-07-09,490,2,8.98
Day,2022-07-10,28,2,8.98
Day,2022-07-10,40,2,8.98
Day,2022-07-10,87,2,8.98
Day,2022-07-10,241,2,8.98
Day,2022-07-10,317,2,8.98
Day,2022-07-10,354,2,8.98
Day,2022-07-10,439,2,8.98
Day,2022-07-10,537,2,8.98
Day,2022-07-10,554,2,8.98
Day,2022-07-10,576,2,8.98
Day,2022-07-11,119,2,8.98
Day,2022-07-11,160,2,8.98
Day,2022-07-11,169,2,8.98
Day,2022-07-11,172,2,8.98
Day,2022-07-11,232,2,8.98
Day,2022-07-11,337,2,8.98
Day,2022-07-11,420,2,8.98
Day,2022-07-11,507,2,8.98
Day,2022-07-11,589,2,8.98
Day,2022-07-12,5,2,8.98
Day,2022-07-12,277,2,8.98
Day,2022-07-12,299,2,8.98
Day,2022-07-12,335,2,8.98
Day,2022-07-12,438,2,8.98
Day,2022-07-12,532,2,8.98
Day,2022-07-12,579,2,8.98
Day,2022-07-27,113,2,8.98
Day,2022-07-27,144,2,8.98
Day,2022-07-27,320,2,8.98
Day,2022-07-27,357,2,8.98
Day,2022-07-27,502,2,8.98
Day,2022-07-27,547,2,8.98
Day,2022-07-28,20,2,8.98
Day,2022-07-28,56,2,8.98
Day,2022-07-28,99,2,8.98
Day,2022-07-28,229,2,8.98
Day,2022-07-28,295,2,8.98
Day,2022-07-28,298,2,8.98
Day,2022-07-28,352,2,8.98
Day,2022-07-28,398,2,8.98
Day,2022-07-28,547,2,8.98
Day,2022-07-28,590,2,8.98
Day,2022-07-29,2,2,8.98
Day,2022-07-29,14,2,8.98
Day,2022-07-29,32,2,8.98
Day,2022-07-29,86,2,8.98
Day,2022-07-29,135,2,8.98
Day,2022-07-29,180,2,8.98
Day,2022-07-29,365,2,8.98
Day,2022-07-29,376,2,8.98
Day,2022-07-29,433,2,8.98
Day,2022-07-29,542,2,8.98
Day,2022-07-29,560,2,8.98
Day,2022-07-29,580,2,8.98
Day,2022-07-30,20,2,8.98
Day,2022-07-30,35,2,8.98
Day,2022-07-30,72,2,8.98
Day,2022-07-30,96,2,8.98
Day,2022-07-30,148,2,8.98
Day,2022-07-30,186,2,8.98
Day,2022-07-30,290,2,8.98
Day,2022-07-30,296,2,8.98
Day,2022-07-30,367,2,8.98
Day,2022-07-30,377,2,8.98
Day,2022-07-30,390,2,8.98
Day,2022-07-30,398,2,8.98
Day,2022-07-30,433,2,8.98
Day,2022-07-30,452,2,8.98
Day,2022-07-30,592,2,8.98
Day,2022-07-31,52,2,8.98
Day,2022-07-31,55,2,8.98
Day,2022-07-31,96,2,8.98
Day,2022-07-31,155,2,8.98
Day,2022-07-31,243,2,8.98
Day,2022-07-31,279,2,8.98
Day,2022-07-31,287,2,8.98
Day,2022-07-31,351,2,8.98
Day,2022-07-31,428,2,8.98
Day,2022-07-31,435,2,8.98
Day,2022-07-31,442,2,8.98
Day,2022-07-31,536,2,8.98
Day,2022-07-31,565,2,8.98
Day,2022-07-31,584,2,8.98
Day,2022-08-01,25,2,8.98
Day,2022-08-01,130,2,8.98
Day,2022-08-01,175,2,8.98
Day,2022-08-01,179,2,8.98
Day,2022-08-01,192,2,8.98
Day,2022-08-01,214,2,8.98
Day,2022-08-01,247,2,8.98
Day,2022-08-01,271,2,8.98
Day,2022-08-01,329,2,8.98
Day,2022-08-01,356,2,8.98
Day,2022-08-01,412,2,8.98
Day,2022-08-01,415,2,8.98
Day,2022-08-01,456,2,8.98
Day,2022-08-01,512,2,8.98
Day,2022-08-01,530,2,8.98
Day,2022-08-02,66,2,8.98
Day,2022-08-02,127,2,8.98
Day,2022-08-02,137,2,8.98
Day,2022-08-02,141,2,8.98
Day,2022-08-02,277,2,8.98
Day,2022-08-02,331,2,8.98
Day,2022-08-02,366,2,8.98
Day,2022-08-02,500,2,8.98
Day,2022-08-02,527,2,8.98
Day,2022-08-02,555,2,8.98
Day,2022-08-02,575,2,8.98
Day,2022-08-02,577,2,8.98
Day,2022-08-17,22,2,8.98
Day,2022-08-17,96,2,8.98
Day,2022-08-17,98,2,8.98
Day,2022-08-17,145,2,8.98
Day,2022-08-17,276,2,8.98
Day,2022-08-17,389,2,8.98
Day,2022-08-17,445,2,8.98
Day,2022-08-17,452,2,8.98
Day,2022-08-17,460,2,8.98
Day,2022-08-17,501,2,8.98
Day,2022-08-17,527,2,8.98
Day,2022-08-17,556,2,8.98
Day,2022-08-17,582,2,8.98
Day,2022-08-18,129,2,8.98
Day,2022-08-18,185,2,8.98
Day,2022-08-18,230,2,8.98
Day,2022-08-18,289,2,8.98
Day,2022-08-18,290,2,8.98
Day,2022-08-18,300,2,8.98
Day,2022-08-18,352,2,8.98
Day,2022-08-18,361,2,8.98
Day,2022-08-18,439,2,8.98
Day,2022-08-19,45,2,8.98
Day,2022-08-19,55,2,8.98
Day,2022-08-19,59,2,8.98
Day,2022-08-19,63,2,8.98
Day,2022-08-19,86,2,8.98
Day,2022-08-19,116,2,8.98
Day,2022-08-19,316,2,8.98
Day,2022-08-19,344,2,8.98
Day,2022-08-19,379,2,8.98
Day,2022-08-19,385,2,8.98
Day,2022-08-19,439,2,8.98
Day,2022-08-19,484,2,8.98
Day,2022-08-19,529,2,8.98
Day,2022-08-20,40,2,8.98
Day,2022-08-20,167,2,8.98
Day,2022-08-20,188,2,8.98
Day,2022-08-20,264,2,8.98
Day,2022-08-20,266,2,8.98
Day,2022-08-20,337,2,8.98
Day,2022-08-20,409,2,8.98
Day,2022-08-20,411,2,8.98
Day,2022-08-20,520,2,8.98
Day,2022-08-20,539,2,8.98
Day,2022-08-20,578,2,8.98
Day,2022-08-20,596,2,8.98
Day,2022-08-21,71,2,8.98
Day,2022-08-21,81,2,8.98
Day,2022-08-21,139,2,8.98
Day,2022-08-21,161,2,8.98
Day,2022-08-21,166,2,8.98
Day,2022-08-21,198,2,8.98
Day,2022-08-21,212,2,8.98
Day,2022-08-21,262,2,8.98
Day,2022-08-21,302,2,8.98
Day,2022-08-21,339,2,8.98
Day,2022-08-21,411,2,8.98
Day,2022-08-21,471,2,8.98
Day,2022-08-21,496,2,8.98
Day,2022-08-22,33,2,8.98
Day,2022-08-22,121,2,8.98
Day,2022-08-22,137,2,8.98
Day,2022-08-22,166,2,8.98
Day,2022-08-22,182,2,8.98
Day,2022-08-22,234,2,8.98
Day,2022-08-22,284,2,8.98
Day,2022-08-22,298,2,8.98
Day,2022-08-22,323,2,8.98
Day,2022-08-22,434,2,8.98
Day,2022-08-22,440,2,8.98
Day,2022-08-22,459,2,8.98
Day,2022-08-22,471,2,8.98
Day,2022-08-22,472,2,8.98
Day,2022-08-22,529,2,8.98
Day,2022-08-22,567,2,8.98
Day,2022-08-22,568,2,8.98
Day,2022-08-23,38,2,8.98
Day,2022-08-23,201,2,8.98
Day,2022-08-23,223,2,8.98
Day,2022-08-23,342,2,8.98
Day,2022-08-23,377,2,8.98
Day,2022-08-23,465,2,8.98
Month,2022-05-01,120,2,8.98
Month,2022-05-01,128,2,8.98
Month,2022-05-01,169,2,8.98
Month,2022-05-01,225,2,8.98
Month,2022-05-01,227,2,8.98
Month,2022-05-01,232,2,8.98
Month,2022-05-01,254,2,8.98
Month,2022-05-01,344,2,8.98
Month,2022-05-01,414,2,8.98
Month,2022-05-01,543,2,8.98
Month,2022-05-01,564,2,8.98
Month,2022-06-01,128,2,8.98
Month,2022-06-01,399,2,8.98
Month,2022-06-01,504,2,8.98
Month,2022-06-01,532,2,8.98
Month,2022-06-01,551,2,8.98
Month,2022-08-01,164,2,8.98
Day,2022-02-14,15,2,3.98
Day,2022-02-14,43,2,3.98
Day,2022-02-14,175,2,3.98
Day,2022-02-14,228,2,3.98
Day,2022-02-14,269,2,3.98
Day,2022-02-14,361,2,3.98
Day,2022-02-14,448,2,3.98
Day,2022-02-14,457,2,3.98
Day,2022-05-25,185,2,3.98
Day,2022-05-28,77,2,3.98
Day,2022-05-28,287,2,3.98
Day,2022-05-29,371,2,3.98
Day,2022-05-29,551,2,3.98
Day,2022-05-30,83,2,3.98
Day,2022-05-30,374,2,3.98
Day,2022-06-15,115,2,3.98
Day,2022-06-15,197,2,3.98
Day,2022-06-15,254,2,3.98
Day,2022-06-15,349,2,3.98
Day,2022-06-15,430,2,3.98
Day,2022-06-16,234,2,3.98
Day,2022-06-16,283,2,3.98
Day,2022-06-17,307,2,3.98
Day,2022-06-17,391,2,3.98
Day,2022-06-17,411,2,3.98
Day,2022-06-17,533,2,3.98
Day,2022-06-18,406,2,3.98
Day,2022-06-18,544,2,3.98
Day,2022-06-19,38,2,3.98
Day,2022-06-19,208,2,3.98
Day,2022-06-19,493,2,3.98
Day,2022-06-20,50,2,3.98
Day,2022-06-20,350,2,3.98
Day,2022-06-20,380,2,3.98
Day,2022-06-20,446,2,3.98
Day,2022-06-21,340,2,3.98
Day,2022-07-06,79,2,3.98
Day,2022-07-06,132,2,3.98
Day,2022-07-06,171,2,3.98
Day,2022-07-06,314,2,3.98
Day,2022-07-06,381,2,3.98
Day,2022-07-06,441,2,3.98
Day,2022-07-06,494,2,3.98
Day,2022-07-06,498,2,3.98
Day,2022-07-06,573,2,3.98
Day,2022-07-06,580,2,3.98
Day,2022-07-06,587,2,3.98
Day,2022-07-07,182,2,3.98
Day,2022-07-07,183,2,3.98
Day,2022-07-07,295,2,3.98
Day,2022-07-07,411,2,3.98
Day,2022-07-07,507,2,3.98
Day,2022-07-07,521,2,3.98
Day,2022-07-07,539,2,3.98
Day,2022-07-07,564,2,3.98
Day,2022-07-08,32,2,3.98
Day,2022-07-08,78,2,3.98
Day,2022-07-08,126,2,3.98
Day,2022-07-08,139,2,3.98
Day,2022-07-08,198,2,3.98
Day,2022-07-08,263,2,3.98
Day,2022-07-08,265,2,3.98
Day,2022-07-08,288,2,3.98
Day,2022-07-08,431,2,3.98
Day,2022-07-08,507,2,3.98
Day,2022-07-08,517,2,3.98
Day,2022-07-08,519,2,3.98
Day,2022-07-08,573,2,3.98
Day,2022-07-09,35,2,3.98
Day,2022-07-09,305,2,3.98
Day,2022-07-09,350,2,3.98
Day,2022-07-10,32,2,3.98
Day,2022-07-10,57,2,3.98
Day,2022-07-10,147,2,3.98
Day,2022-07-10,277,2,3.98
Day,2022-07-10,324,2,3.98
Day,2022-07-10,336,2,3.98
Day,2022-07-10,386,2,3.98
Day,2022-07-10,447,2,3.98
Day,2022-07-10,461,2,3.98
Day,2022-07-10,595,2,3.98
Day,2022-07-11,30,2,3.98
Day,2022-07-11,45,2,3.98
Day,2022-07-11,77,2,3.98
Day,2022-07-11,107,2,3.98
Day,2022-07-11,392,2,3.98
Day,2022-07-11,538,2,3.98
Day,2022-07-11,561,2,3.98
Day,2022-07-12,54,2,3.98
Day,2022-07-12,138,2,3.98
Day,2022-07-12,140,2,3.98
Day,2022-07-12,171,2,3.98
Day,2022-07-12,261,2,3.98
Day,2022-07-12,359,2,3.98
Day,2022-07-12,565,2,3.98
Day,2022-07-27,16,2,3.98
Day,2022-07-27,133,2,3.98
Day,2022-07-27,201,2,3.98
Day,2022-07-27,241,2,3.98
Day,2022-07-27,243,2,3.98
Day,2022-07-27,342,2,3.98
Day,2022-07-27,396,2,3.98
Day,2022-07-27,442,2,3.98
Day,2022-07-27,512,2,3.98
Day,2022-07-27,575,2,3.98
Day,2022-07-28,94,2,3.98
Day,2022-07-28,126,2,3.98
Day,2022-07-28,158,2,3.98
Day,2022-07-28,175,2,3.98
Day,2022-07-28,227,2,3.98
Day,2022-07-28,288,2,3.98
Day,2022-07-28,368,2,3.98
Day,2022-07-28,411,2,3.98
Day,2022-07-28,416,2,3.98
Day,2022-07-28,500,2,3.98
Day,2022-07-29,25,2,3.98
Day,2022-07-29,70,2,3.98
Day,2022-07-29,230,2,3.98
Day,2022-07-29,383,2,3.98
Day,2022-07-29,406,2,3.98
Day,2022-07-29,407,2,3.98
Day,2022-07-29,454,2,3.98
Day,2022-07-29,592,2,3.98
Day,2022-07-30,76,2,3.98
Day,2022-07-30,89,2,3.98
Day,2022-07-30,133,2,3.98
Day,2022-07-30,185,2,3.98
Day,2022-07-30,215,2,3.98
Day,2022-07-30,217,2,3.98
Day,2022-07-30,251,2,3.98
Day,2022-07-30,264,2,3.98
Day,2022-07-30,300,2,3.98
Day,2022-07-30,354,2,3.98
Day,2022-07-30,388,2,3.98
Day,2022-07-30,471,2,3.98
Day,2022-07-30,551,2,3.98
Day,2022-07-31,8,2,3.98
Day,2022-07-31,69,2,3.98
Day,2022-07-31,111,2,3.98
Day,2022-07-31,309,2,3.98
Day,2022-07-31,358,2,3.98
Day,2022-07-31,485,2,3.98
Day,2022-07-31,488,2,3.98
Day,2022-07-31,520,2,3.98
Day,2022-08-01,84,2,3.98
Day,2022-08-01,116,2,3.98
Day,2022-08-01,160,2,3.98
Day,2022-08-01,252,2,3.98
Day,2022-08-01,276,2,3.98
Day,2022-08-01,307,2,3.98
Day,2022-08-01,400,2,3.98
Day,2022-08-01,494,2,3.98
Day,2022-08-01,499,2,3.98
Day,2022-08-01,528,2,3.98
Day,2022-08-01,573,2,3.98
Day,2022-08-01,592,2,3.98
Day,2022-08-02,4,2,3.98
Day,2022-08-02,10,2,3.98
Day,2022-08-02,51,2,3.98
Day,2022-08-02,342,2,3.98
Day,2022-08-02,474,2,3.98
Day,2022-08-02,481,2,3.98
Day,2022-08-02,505,2,3.98
Day,2022-08-02,550,2,3.98
Day,2022-08-17,21,2,3.98
Day,2022-08-17,131,2,3.98
Day,2022-08-17,148,2,3.98
Day,2022-08-17,195,2,3.98
Day,2022-08-17,470,2,3.98
Day,2022-08-17,542,2,3.98
Day,2022-08-18,27,2,3.98
Day,2022-08-18,52,2,3.98
Day,2022-08-18,63,2,3.98
Day,2022-08-18,190,2,3.98
Day,2022-08-18,254,2,3.98
Day,2022-08-18,303,2,3.98
Day,2022-08-18,486,2,3.98
Day,2022-08-18,510,2,3.98
Day,2022-08-19,1,2,3.98
Day,2022-08-19,29,2,3.98
Day,2022-08-19,54,2,3.98
Day,2022-08-19,141,2,3.98
Day,2022-08-19,255,2,3.98
Day,2022-08-19,260,2,3.98
Day,2022-08-19,324,2,3.98
Day,2022-08-19,377,2,3.98
Day,2022-08-19,447,2,3.98
Day,2022-08-19,457,2,3.98
Day,2022-08-19,506,2,3.98
Day,2022-08-19,520,2,3.98
Day,2022-08-20,7,2,3.98
Day,2022-08-20,12,2,3.98
Day,2022-08-20,35,2,3.98
Day,2022-08-20,51,2,3.98
Day,2022-08-20,64,2,3.98
Day,2022-08-20,92,2,3.98
Day,2022-08-20,103,2,3.98
Day,2022-08-20,105,2,3.98
Day,2022-08-20,128,2,3.98
Day,2022-08-20,193,2,3.98
Day,2022-08-20,243,2,3.98
Day,2022-08-20,366,2,3.98
Day,2022-08-20,381,2,3.98
Day,2022-08-20,418,2,3.98
Day,2022-08-20,552,2,3.98
Day,2022-08-21,30,2,3.98
Day,2022-08-21,78,2,3.98
Day,2022-08-21,136,2,3.98
Day,2022-08-21,278,2,3.98
Day,2022-08-21,354,2,3.98
Day,2022-08-21,379,2,3.98
Day,2022-08-21,467,2,3.98
Day,2022-08-21,538,2,3.98
Day,2022-08-21,554,2,3.98
Day,2022-08-22,11,2,3.98
Day,2022-08-22,72,2,3.98
Day,2022-08-22,142,2,3.98
Day,2022-08-22,177,2,3.98
Day,2022-08-22,217,2,3.98
Day,2022-08-22,224,2,3.98
Day,2022-08-22,268,2,3.98
Day,2022-08-22,313,2,3.98
Day,2022-08-22,435,2,3.98
Day,2022-08-22,540,2,3.98
Day,2022-08-22,581,2,3.98
Day,2022-08-22,587,2,3.98
Day,2022-08-23,73,2,3.98
Day,2022-08-23,257,2,3.98
Day,2022-08-23,371,2,3.98
Day,2022-08-23,561,2,3.98
Month,2022-02-01,15,2,3.98
Month,2022-02-01,43,2,3.98
Month,2022-02-01,175,2,3.98
Month,2022-02-01,228,2,3.98
Month,2022-02-01,269,2,3.98
Month,2022-02-01,361,2,3.98
Month,2022-02-01,448,2,3.98
Month,2022-02-01,457,2,3.98
Month,2022-05-01,1,2,3.98
Month,2022-05-01,37,2,3.98
Month,2022-05-01,112,2,3.98
Month,2022-05-01,138,2,3.98
Month,2022-05-01,193,2,3.98
Month,2022-05-01,235,2,3.98
Month,2022-05-01,279,2,3.98
Month,2022-05-01,331,2,3.98
Month,2022-05-01,367,2,3.98
Month,2022-05-01,403,2,3.98
Month,2022-05-01,447,2,3.98
Month,2022-05-01,491,2,3.98
Month,2022-05-01,576,2,3.98
Month,2022-06-01,64,2,3.98
Month,2022-06-01,184,2,3.98
Month,2022-06-01,210,2,3.98
Month,2022-06-01,300,2,3.98
Month,2022-06-01,324,2,3.98
Month,2022-06-01,355,2,3.98
Month,2022-06-01,407,2,3.98
Month,2022-06-01,482,2,3.98
Month,2022-06-01,586,2,3.98
Month,2022-06-01,596,2,3.98
Day,2022-05-24,399,1,5.99
Day,2022-05-25,135,1,5.99
Day,2022-05-25,174,1,5.99
Day,2022-05-25,250,1,5.99
Day,2022-05-25,314,1,5.99
Day,2022-05-25,325,1,5.99
Day,2022-05-25,365,1,5.99
Day,2022-05-25,408,1,5.99
Day,2022-05-25,429,1,5.99
Day,2022-05-25,504,1,5.99
Day,2022-05-26,91,1,5.99
Day,2022-05-26,92,1,5.99
Day,2022-05-26,107,1,5.99
Day,2022-05-26,109,1,5.99
Day,2022-05-26,119,1,5.99
Day,2022-05-26,196,1,5.99
Day,2022-05-26,301,1,5.99
Day,2022-05-26,311,1,5.99
Day,2022-05-26,534,1,5.99
Day,2022-05-26,546,1,5.99
Day,2022-05-26,564,1,5.99
Day,2022-05-26,566,1,5.99
Day,2022-05-26,577,1,5.99
Day,2022-05-27,118,1,5.99
Day,2022-05-27,151,1,5.99
Day,2022-05-27,154,1,5.99
Day,2022-05-27,170,1,5.99
Day,2022-05-27,299,1,5.99
Day,2022-05-27,361,1,5.99
Day,2022-05-27,364,1,5.99
Day,2022-05-27,449,1,5.99
Day,2022-05-27,503,1,5.99
Day,2022-05-27,510,1,5.99
Day,2022-05-27,522,1,5.99
Day,2022-05-27,525,1,5.99
Day,2022-05-28,42,1,5.99
Day,2022-05-28,296,1,5.99
Day,2022-05-28,321,1,5.99
Day,2022-05-28,396,1,5.99
Day,2022-05-28,432,1,5.99
Day,2022-05-28,434,1,5.99
Day,2022-05-28,528,1,5.99
Day,2022-05-28,533,1,5.99
Day,2022-05-29,77,1,5.99
Day,2022-05-29,89,1,5.99
Day,2022-05-29,201,1,5.99
Day,2022-05-29,344,1,5.99
Day,2022-05-29,556,1,5.99
Day,2022-05-30,128,1,5.99
Day,2022-05-30,323,1,5.99
Day,2022-05-30,339,1,5.99
Day,2022-05-30,400,1,5.99
Day,2022-05-30,436,1,5.99
Day,2022-05-31,7,1,5.99
Day,2022-05-31,59,1,5.99
Day,2022-05-31,107,1,5.99
Day,2022-05-31,189,1,5.99
Day,2022-05-31,254,1,5.99
Day,2022-05-31,259,1,5.99
Day,2022-05-31,404,1,5.99
Day,2022-05-31,425,1,5.99
Day,2022-05-31,481,1,5.99
Day,2022-05-31,562,1,5.99
Day,2022-06-14,1,1,5.99
Day,2022-06-14,196,1,5.99
Day,2022-06-14,295,1,5.99
Day,2022-06-14,432,1,5.99
Day,2022-06-15,18,1,5.99
Day,2022-06-15,26,1,5.99
Day,2022-06-15,83,1,5.99
Day,2022-06-15,176,1,5.99
Day,2022-06-15,252,1,5.99
Day,2022-06-15,266,1,5.99
Day,2022-06-15,281,1,5.99
Day,2022-06-15,288,1,5.99
Day,2022-06-15,357,1,5.99
Day,2022-06-15,409,1,5.99
Day,2022-06-15,427,1,5.99
Day,2022-06-15,448,1,5.99
Day,2022-06-15,510,1,5.99
Day,2022-06-15,533,1,5.99
Day,2022-06-15,538,1,5.99
Day,2022-06-15,594,1,5.99
Day,2022-06-16,12,1,5.99
Day,2022-06-16,39,1,5.99
Day,2022-06-16,68,1,5.99
Day,2022-06-16,98,1,5.99
Day,2022-06-16,144,1,5.99
Day,2022-06-16,223,1,5.99
Day,2022-06-16,244,1,5.99
Day,2022-06-16,321,1,5.99
Day,2022-06-16,338,1,5.99
Day,2022-06-16,351,1,5.99
Day,2022-06-16,397,1,5.99
Day,2022-06-16,434,1,5.99
Day,2022-06-16,462,1,5.99
Day,2022-06-16,505,1,5.99
Day,2022-06-16,518,1,5.99
Day,2022-06-16,566,1,5.99
Day,2022-06-16,569,1,5.99
Day,2022-06-17,8,1,5.99
Day,2022-06-17,17,1,5.99
Day,2022-06-17,18,1,5.99
Day,2022-06-17,85,1,5.99
Day,2022-06-17,208,1,5.99
Day,2022-06-17,340,1,5.99
Day,2022-06-17,346,1,5.99
Day,2022-06-17,413,1,5.99
Day,2022-06-17,593,1,5.99
Day,2022-06-18,24,1,5.99
Day,2022-06-18,34,1,5.99
Day,2022-06-18,167,1,5.99
Day,2022-06-18,174,1,5.99
Day,2022-06-18,205,1,5.99
Day,2022-06-18,206,1,5.99
Day,2022-06-18,234,1,5.99
Day,2022-06-18,247,1,5.99
Day,2022-06-18,259,1,5.99
Day,2022-06-18,281,1,5.99
Day,2022-06-18,285,1,5.99
Day,2022-06-18,310,1,5.99
Day,2022-06-18,328,1,5.99
Day,2022-06-18,342,1,5.99
Day,2022-06-18,379,1,5.99
Day,2022-06-18,437,1,5.99
Day,2022-06-18,546,1,5.99
Day,2022-06-18,561,1,5.99
Day,2022-06-18,565,1,5.99
Day,2022-06-19,4,1,5.99
Day,2022-06-19,32,1,5.99
Day,2022-06-19,109,1,5.99
Day,2022-06-19,163,1,5.99
Day,2022-06-19,166,1,5.99
Day,2022-06-19,181,1,5.99
Day,2022-06-19,240,1,5.99
Day,2022-06-19,243,1,5.99
Day,2022-06-19,272,1,5.99
Day,2022-06-19,458,1,5.99
Day,2022-06-19,472,1,5.99
Day,2022-06-19,556,1,5.99
Day,2022-06-19,573,1,5.99
Day,2022-06-20,96,1,5.99
Day,2022-06-20,109,1,5.99
Day,2022-06-20,147,1,5.99
Day,2022-06-20,221,1,5.99
Day,2022-06-20,270,1,5.99
Day,2022-06-20,387,1,5.99
Day,2022-06-20,390,1,5.99
Day,2022-06-20,461,1,5.99
Day,2022-06-20,505,1,5.99
Day,2022-06-20,519,1,5.99
Day,2022-06-21,17,1,5.99
Day,2022-06-21,47,1,5.99
Day,2022-06-21,71,1,5.99
Day,2022-06-21,119,1,5.99
Day,2022-06-21,134,1,5.99
Day,2022-06-21,137,1,5.99
Day,2022-06-21,150,1,5.99
Day,2022-06-21,183,1,5.99
Day,2022-06-21,239,1,5.99
Day,2022-06-21,272,1,5.99
Day,2022-06-21,338,1,5.99
Day,2022-06-21,341,1,5.99
Day,2022-06-21,403,1,5.99
Day,2022-06-21,414,1,5.99
Day,2022-06-21,543,1,5.99
Day,2022-06-21,565,1,5.99
Day,2022-07-05,8,1,5.99
Day,2022-07-05,126,1,5.99
Day,2022-07-05,223,1,5.99
Day,2022-07-05,397,1,5.99
Day,2022-07-05,443,1,5.99
Day,2022-07-06,7,1,5.99
Day,2022-07-06,37,1,5.99
Day,2022-07-06,113,1,5.99
Day,2022-07-06,120,1,5.99
Day,2022-07-06,145,1,5.99
Day,2022-07-06,159,1,5.99
Day,2022-07-06,190,1,5.99
Day,2022-07-06,227,1,5.99
Day,2022-07-06,274,1,5.99
Day,2022-07-06,337,1,5.99
Day,2022-07-06,343,1,5.99
Day,2022-07-06,409,1,5.99
Day,2022-07-06,439,1,5.99
Day,2022-07-06,476,1,5.99
Day,2022-07-06,505,1,5.99
Day,2022-07-06,531,1,5.99
Day,2022-07-06,551,1,5.99
Day,2022-07-06,559,1,5.99
Day,2022-07-06,567,1,5.99
Day,2022-07-07,15,1,5.99
Day,2022-07-07,33,1,5.99
Day,2022-07-07,39,1,5.99
